Species Name,Eco-regions,Source,Scientific Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Canonical Name,Authorship,Status,Rank,Match Type,Basionym,Common Names
Premna latifolia,south deccan plateau dry deciduous forests,ERA dataset,Premna L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Premna,,Premna,,ACCEPTED,GENUS,HIGHERRANK,,"Erumai munnai, Gundari-phang, Moottanari, Erunaimunnai, Nelli, Periajitti, Ganikarnika, Dieng-la-marwai, Ganhila, Dieng-soh-phandkhar, Arekodoi, Jhatela, Jaya, Gonderi, Bakar, Sriparna, Bakarcha, Peddanellakure, An Kalok, Basota, Pasu munnai, Agimantha, Gunaru, Phe-phe-arong, Puzhamunja, Munnai, Gohara, Gondhana, Gejeru, Knappa, Harmuphang"
Stereospurmum personatum,south deccan plateau dry deciduous forests,ERA dataset,Stereospermum personatum (Hassk.) Chatterjee,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Stereospermum,Stereospermum colais,Stereospermum personatum,,SYNONYM,SPECIES,FUZZY,,No common names found
Terminalia bellerica,"south deccan plateau dry deciduous forests, south western ghats moist deciduous forests, malabar coast moist forests, himalayan subtropical broadleaved forests","ERA dataset, A Trees dataset",Terminalia bellirica (Gaertn.) Roxb.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia bellirica,Terminalia bellirica,,ACCEPTED,SPECIES,FUZZY,,"Thandri, Thani, Tani, Bahera, Semmaram, Tandi"
Bischofia javanica,south western ghats moist deciduous forests,ERA dataset,Bischofia javanica Blume,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Bischofia,Bischofia javanica,Bischofia javanica,,ACCEPTED,SPECIES,EXACT,,"Milachityan, Neeli Mara., Thondi., Tiger Tree, Thiruppu, Nira, Thaiso, Phang put, Bischofia, Mlachethayan, Toog, Thirippu, Javawood, Cholavengai, Bok, Cholavenga, Thirippu., Neeli, Thondi, Javanese bishop wood, Malaipoovarasu, Milachadaiyan, Sintir, Takkir, Thaijilit, Gobra Nerale, Nannalmaram, Chorakkali, Bishopweed, Urium, Rakthavenga, Bishopwood, Kein, Bishop Wood, Chozhavaengai"
Diospyros sylvatica,south western ghats moist deciduous forests,ERA dataset,Diospyros sylvatica Roxb.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros sylvatica,Diospyros sylvatica,,ACCEPTED,SPECIES,EXACT,,"Karimaram, Manjathuvara"
Mallotus tetracoccus,south western ghats moist deciduous forests,ERA dataset,Mallotus tetracoccus (Roxb.) Kurz,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Mallotus,Mallotus tetracoccus,Mallotus tetracoccus,,ACCEPTED,SPECIES,EXACT,,"Thavatta, Mullupolavu, Vatta, Vatta Kumbil, Morolia, Vetta Kumbil, Perakela, Laidolor biphang, Mullu Polavu, Adukanni, Porivatta, Vattakumbil, Thavittuvatta, Pottamaram, Rusty Kamala, Uppale Mara, Loru-bondha"
Polyalthia wightii,south western ghats moist deciduous forests,ERA dataset,Polyalthia Blume,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Polyalthia,,Polyalthia,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Sterculia villosa,"south western ghats moist deciduous forests, lower gangetic plains moist deciduous forests","ERA dataset, A Trees dataset",Sterculia villosa Roxb.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sterculia,Sterculia villosa,Sterculia villosa,,ACCEPTED,SPECIES,EXACT,,"Udal, Odal Tree, Vakka, Muratthan, Elephant rope tree, Aanai naar, Vakka naar, Vakkanarumaram, Kudal, Hairy Sterculia, Sargik esing, Odal, Vakkai, 'sardol' 'सरडोळ' In Marathi, Chekong"
Syzygium gardneri,"south western ghats moist deciduous forests, south western ghats montane rainforests",ERA dataset,Syzygium gardneri Thwaites,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium gardneri,Syzygium gardneri,,ACCEPTED,SPECIES,EXACT,,"Bilitirupa, Ayiri, Nir-naval, Anaayiri, Karinyaral, Karinjaval, Aattunjaval, Kattayiri, Kattunjaval, Kattunjara, Nirnjaval, Tholnjaval, Nirnavaal, Karinjara"
Viburnum acuminatum,south western ghats moist deciduous forests,ERA dataset,Viburnum L.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,,Viburnum,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Calophyllum polyanthum,south western ghats montane rainforests,ERA dataset,Calophyllum polyanthum Wall. ex Choisy,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Calophyllum,Calophyllum polyanthum,Calophyllum polyanthum,,ACCEPTED,SPECIES,EXACT,,"Tal, Malampunna, Katta Pinnai, Sente-bel, Sunglyer, Pongu, Dieng-karu, Sirpoon tree, Kandeb, E, Punna, Katta pinnapai, Poonspar tree, Pongoo, Surhoni, Siri Poone, Sentebel, Srikonnai., Poonspar, Katta pinnei, Pinnapai, Punnapine., Punnai, Surhoni., Siripoone, Bobbi, Shrihonay, Telo, The Poonspar or Sirpoon tree, Salhonne, Kuve, Punnappine, Kattupunna, Poon"
Cleidion spiciflorum,south western ghats montane rainforests,ERA dataset,Cleidion spiciflorum (Burm.f.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Acalypha spiciflora,Cleidion spiciflorum,,SYNONYM,SPECIES,EXACT,,Yellari
Diospyros bourdilloni,south western ghats montane rainforests,ERA dataset,Diospyros bourdillonii Brandis,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros bourdillonii,Diospyros bourdillonii,,ACCEPTED,SPECIES,FUZZY,,"Karinthuvara, Karikkodal, Karun chatthiyam, Terika, Kotal, Kakkakarimaram, Karun thuvarai, Therikka, Karunthuvara, Therikku, Karunchathi, Makarimaram, Kodal, Kari"
Diospyros ghatensis,south western ghats montane rainforests,ERA dataset,Diospyros ghatensis B.R.Ramesh & D.De Franceschi,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros ghatensis,Diospyros ghatensis,,ACCEPTED,SPECIES,EXACT,,No common names found
Dipterocarpus bourdilloni,south western ghats montane rainforests,ERA dataset,Dipterocarpus bourdillonii Brandis,Plantae,Tracheophyta,Magnoliopsida,Malvales,Dipterocarpaceae,Dipterocarpus,Dipterocarpus bourdillonii,Dipterocarpus bourdillonii,,ACCEPTED,SPECIES,FUZZY,,"Chiratta-anjili, Karanjili, Charantanjili, Karannili, Kalpine, Charattaanjili, Charatta-anjili, Dhuma, Carattannili, Kalpayin, Charattanjili"
Elaeocarpus serratus,south western ghats montane rainforests,ERA dataset,Elaeocarpus serratus L.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,Elaeocarpus serratus,Elaeocarpus serratus,,ACCEPTED,SPECIES,EXACT,,"Wild Olive tree, Rudhratcham, Utrasum bead tree, Nallakara, Bhadraksham, Valiyakara, Karai, Rudraksham, Beegada Mara, Nalla Kara, Uttraccham, Athakunge, Beejada Mara, Rosary nut, Valiya Karai, Avil, Rudraksha, Ceylon Olive, Perunkara, Oolangkarai, Avi, Kara, Olan Karai, Karamaram, Ulang Karei, Rudrai, Perinkara, Karamavu"
Euodia lunu-ankenda,south western ghats montane rainforests,ERA dataset,Euodia lunu-ankenda (Gaertn.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Melicope,Melicope lunu-ankenda,Euodia lunu-ankenda,,SYNONYM,SPECIES,EXACT,,No common names found
Fahrenheitia zeylanica,south western ghats montane rainforests,ERA dataset,Fahrenheitia zeylanica (Thwaites) Airy Shaw,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Paracroton,Paracroton pendulus,Fahrenheitia zeylanica,,SYNONYM,SPECIES,EXACT,,No common names found
Ficus tsjahela,south western ghats montane rainforests,ERA dataset,Ficus tsjahela Burm.f.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus tsjakela,Ficus tsjahela,,SYNONYM,SPECIES,EXACT,,"Bilibasuri/Boviyamara, Bilibasuri, Karaal, Kal-aal, Boviyamara, Aal, Kel, Pilkhan, Kara, Chela, Karal"
Garcinia gummi-gutta,south western ghats montane rainforests,ERA dataset,Garcinia gummi-gutta (L.) N.Robson,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,Garcinia gummi-gutta,Garcinia gummi-gutta,,ACCEPTED,SPECIES,EXACT,,"Meenpuli, Seeme Hunnise, Kadagolu, Votte kaayi, Panampuli., கொறுக்காய்ப்புளி (Kodukkaippuli) In Tamil, Kodumpulli (Kerala), Perumpuli, Punara Huli, Upagi mara, Vaadachinta, Aesalu huli, Manthuli, Oddam-pulli, Korakkapuli, Pinampuli, Manthulli, Mandu huli, Goraka (Sri Lanka), Kodakkapuli, Marapuli, Gorakkapuli, Gorikapuli, Malabar Tamarind Or Kerala Tamarind, Fish Tamarind, Vrksamlah, Seeme hunise, Manjakanji, Brindall Berry, Heela, Kudapuli, Gambooge, Kottukkappuli, Kodampuli, Kodappuli, Kodukkappuli, Pinar, Pinampuli., Mantulli, Punarpuli, Aradala, Malabar gamboge, Daramba, Brindleberry, കുടംപുളി (Kudampuli) In Malayalam, Kokakkappuli, Upagi Mara., Manda Huli, Oopagi mara, Kotakkappuli, Seemachinta, Malabar Gamboge, Karkapuli"
Gluta travancorica*,south western ghats montane rainforests,ERA dataset,Gluta travancorica Bedd.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Gluta,Gluta travancorica,Gluta travancorica,,ACCEPTED,SPECIES,EXACT,,No common names found
Harpullia arborea,south western ghats montane rainforests,ERA dataset,Harpullia arborea (Blanco) Radlk.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Harpullia,Harpullia arborea,Harpullia arborea,,ACCEPTED,SPECIES,EXACT,,"Dolls eyes, Mogum-mogum, Chittilamadakku, Puzhukolli, Nei Kottei, Puzhukkolli"
Margaritaria indica,south western ghats montane rainforests,ERA dataset,Margaritaria indica (Dalzell) Airy Shaw,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Margaritaria,Margaritaria indica,Margaritaria indica,,ACCEPTED,SPECIES,EXACT,,"Mala-eachil, Hennunanne, Paanaan Mara, Kaalikudari, Mala Aechil"
Phoebe paniculata,south western ghats montane rainforests,ERA dataset,Phoebe paniculata (Nees) Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Phoebe,Phoebe cathia,Phoebe paniculata,,SYNONYM,SPECIES,EXACT,,Sudalan
Schefflera wallichiana,south western ghats montane rainforests,ERA dataset,Schefflera wallichiana (Wight & Arn.) Harms,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Heptapleurum,Heptapleurum wallichianum,Schefflera wallichiana,,SYNONYM,SPECIES,EXACT,,"Modakom., Beddhele, Maruli., Ettilamaram, Modakom, Bethu Mara, Kannimaram"
Xanthophyllum flavescens,south western ghats montane rainforests,ERA dataset,Xanthophyllum flavescens Roxb.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Xanthophyllum,Xanthophyllum flavescens,Xanthophyllum flavescens,,ACCEPTED,SPECIES,EXACT,,"Madakka, Karunali, Maralu Maathangi, Karungaali, Mattei, Muttai maram, Karungali, Maadina Soppu"
Calophyllum austroindicum,south western ghats montane rainforests,"ERA dataset, A Trees dataset",Calophyllum austroindicum Kosterm. ex P.F.Stevens,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Calophyllum,Calophyllum austroindicum,Calophyllum austroindicum,,ACCEPTED,SPECIES,EXACT,,"Manjapunna, Aattupunna, Valuzhavam, Rhomb Leaved Poon., Kattupunna., Rhomb leaved poon, Cheru Pinnai."
Canarium strictum,south western ghats montane rainforests,ERA dataset,Canarium strictum Roxb.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,Canarium strictum,Canarium strictum,,ACCEPTED,SPECIES,EXACT,,"Karuppu dhamar, Dhoopam, Tamil, Karunkungiliyam, Karuppu kungiliyam, Pantappayan, Thellippayin., Indian white Mahogany, Ral-dhup, Thelli, Nalla Rojanamu., Pantham, Black dammar tree, Dhuna-goch, Viraka, Karunkundhirikam, Kungiliyium, Karutha-kungiliyam, Marathi - Dhup, Black dammer, Kunthirikkam, Doopa., Black dhup, Black Dammar, Karangkunthrikam., Thellippayin"
Cinnamomum malabathrum,south western ghats montane rainforests,ERA dataset,Cinnamomum Schaeff.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,,Cinnamomum,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Cullenia exarillata,south western ghats montane rainforests,"ERA dataset, A Trees dataset",Cullenia exarillata A.Robyns,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Cullenia,Cullenia exarillata,Cullenia exarillata,,ACCEPTED,SPECIES,EXACT,,"Wild Durian., Alanki, Polavu, Wild Durian Or Karayani, Velupla., Karavi, Vedippala, Malai Kongi, Mullenpali, Vedipila, Vediplavu, Yanai pala, Aini Pla, Mullenchankka, Karayini, Malai Konjil, Kurunguplavu, Vediplavu., Karayni, Vedupla, Karanai"
Dysoxylum malabaricum,south western ghats montane rainforests,ERA dataset,Dysoxylum malabaricum Bedd. ex C.DC.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Dysoxylum,Dysoxylum malabaricum,Dysoxylum malabaricum,,ACCEPTED,SPECIES,EXACT,,"Vellakil, White cedar, Akil, Vellai agil, Vellaiyagil, Purippa, Bili Agilu, Kana Mulla"
Elaeocarpus munronii,south western ghats montane rainforests,ERA dataset,Elaeocarpus munronii (Wt.) Mast.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Elaeocarpus,Elaeocarpus munroii,Elaeocarpus munronii,,SYNONYM,SPECIES,EXACT,,"Nari Bikki, Naribikki, Pungari, Pungeri, Punkara, Kal Bikki, Kalrudraksham, Milachiriyan, Shirukodala, Rudraksham"
Ficus exasperata,south western ghats montane rainforests,ERA dataset,Ficus exasperata Vahl,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus exasperata,Ficus exasperata,,ACCEPTED,SPECIES,EXACT,,"Sand Paper Fig, തേരകം Theerakam, కరక బొద్దు Karaka Boddu, Irumbarathan, Therakam, மரம்தினிஅத்தி Maramthinniatti, ಗರಗತ್ತಿ Garagatti, సిరి బొడ్డ Siri Bodda, ಅಡವಿ ಅತ್ತಿ Adavi Atti, Parakam, करपत्र Karapatra, करवत Karvat, Gargatti Aalada Mara, కరసాన Karasana, Irambarattam, Maramthinni-atthi, खरवंट Kharvant, Forest Sandpaper Fig, Rough Banyan, Maramthinni Atthi, Sandpaper tree, Brahma's Banyan"
Ficus nervosa,"south western ghats montane rainforests, malabar coast moist forests","ERA dataset, A Trees dataset",,,,,,,,,,,,,,,"Atthi, Eeccha, Chepani-dimoru, Eechamaram, Thebu, Khanpati Dimoru, Kharipati-dimoru, Neer-aal"
Ficus simplicifolia,south western ghats montane rainforests,ERA dataset,Ficus symphytifolia Spreng.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,Ficus hispida,Ficus symphytifolia,,SYNONYM,SPECIES,FUZZY,,No common names found
Heritiera papilio,south western ghats montane rainforests,ERA dataset,Heritiera papilio Bedd.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Heritiera,Heritiera papilio,Heritiera papilio,,ACCEPTED,SPECIES,EXACT,,"Choolai Venthekku, Soundalaiunnu, Sundri, Cholachadachi, Choklamaram, Chokla, Choundarigai, Sadanangu, Akhur"
Holigarna nigra,south western ghats montane rainforests,ERA dataset,Holigarna nigra Bourd.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Holigarna,Holigarna nigra,Holigarna nigra,,ACCEPTED,SPECIES,EXACT,,"Cherei, Cheri, Chiri, Ceri"
Hydnocarpus alpina,south western ghats montane rainforests,ERA dataset,Hydnocarpus alpinus Wight,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Achariaceae,Hydnocarpus,Hydnocarpus alpinus,Hydnocarpus alpinus,,ACCEPTED,SPECIES,FUZZY,,"Kattumarotti, Attuchankalai, Sanuasotti, Koranguthalai, Kastel, Attuchankala, Torathi, Malamarotti, Vilamaram, Maravetti, Attuchangilai, Malamaravetti, Malmurutti, Pinervetty"
Mesua ferrea,"orissa semi evergreen forests, brahmaputra valley semi evergreen forests, south western ghats montane rainforests, na","ERA dataset, A Trees dataset",Mesua ferrea L.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Mesua,Mesua ferrea,Mesua ferrea,,ACCEPTED,SPECIES,EXACT,,"नर्मिश्क Narmishka, Nakaputpam, Kilinangu, Karai, नागकेसर Nagkesar, Naga Sampige., Inagas tree, Gangane, Naagasampige, Iron wood of Assam, Behettachampagam, Iron Wood, Khimdi, Nangil, नाग चम्पा Nag Champa, Nagakesaram, Pushparachana, Vainavu, Ahipuspa, Nahor, Nagas tree, Nangakilkuru, Vayanaavu, Suruli., Eliponku, Nagacampakam., Ceylon Iron wood, Ahikesara, Shatapadapriya, Nagakaeshar, Nag Kesar, Nagachempakam, Tadinangu, Mallaynangai, Peri, নাগেসৰ Nageshor, Campeya, Cobra Saffron, Vayanavu, Nagacuram, Mesua, Bellutta-tsjampakam, Nagappu, Nag-kesar-ka-aitr, Veluthapala, Nangu, Nagchampa, Seemanagapoovu, Aicilanakappu, নোক্তে Nokte, Chikatimanu, Thorlachampa, Punnagakeshara, Nageswar, Cobra's Saffron, Gajapushpamu, Nangul, Nag-kesar, Ironwood, Alincepamaram, Nakancanpakam, Churuli, Nagpushpa, Atha, Gajapushpam, Penaga Lili, Rajapushpa, Iron Wood Tree., Phanikeshara, Indian Rose chestnut, Nagapoovu, Pinjara, Naagachampa, Indian Rose Chestnut, English, Ceylon Ironwood, Naagaakeshara, Nanku, Akiputam, Bhujangakhya"
Myristica dactyloides,"south western ghats montane rainforests, na","ERA dataset, A Trees dataset",Myristica Gronov.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,,Myristica,,ACCEPTED,GENUS,HIGHERRANK,,"Adakkapayin, Jayphal, Bitter Nutmeg, Kadu Jajikai, Kattujathi, Kaatu jathikai, Pathiripoovu, Panthapayin, Pasupathi, Katujathika, Pattapannu, Chithirapoovu"
Neolitsea zeylanica,south western ghats montane rainforests,ERA dataset,Neolitsea zeylanica Merr.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Neolitsea,Neolitsea foliosa,Neolitsea zeylanica,,SYNONYM,SPECIES,EXACT,,No common names found
Ormosia travancorica,south western ghats montane rainforests,ERA dataset,Ormosia travancorica Bedd.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ormosia,Ormosia travancorica,Ormosia travancorica,,ACCEPTED,SPECIES,EXACT,,"Malaimanjadi, Kunni, Malei Manchadi, Malai Manchedi, Malai Manjadi, Malamanchadi, Kuni, Kalmanickum, Malai maanchedi, Betta Manjadi, Manjadi"
Syzygium densiflorum,south western ghats montane rainforests,ERA dataset,Syzygium densiflorum Wall. ex Wight & Arn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium densiflorum,Syzygium densiflorum,,ACCEPTED,SPECIES,EXACT,,"Vellanjaval, Kurunjaval, Njaval, Kuruthal, Kuruthamaram, Ayura, Naval, Pillanjaval, Karayambuvu, Naaval, Nagay, Ayuri"
Turpinia malabarica,"south western ghats montane rainforests, na","ERA dataset, A Trees dataset",Turpinia malabarica Gamble,Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Staphyleaceae,Turpinia,Turpinia malabarica,Turpinia malabarica,,ACCEPTED,SPECIES,EXACT,,"Alunkumaram, Pambaravetti, Kanakkappalam, Kanali, Marali"
Albizia lebbek,central deccan plateau dry deciduous forests,A Trees dataset,Albizia lebbek,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,Albizia lebbeck,Albizia lebbek,,SYNONYM,SPECIES,EXACT,,No common names found
Chyloroxylon swietenia,central deccan plateau dry deciduous forests,A Trees dataset,,,,,,,,,,,,,,,No common names found
Diospyros tomentosa,central deccan plateau dry deciduous forests,A Trees dataset,Diospyros L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,Diospyros,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Lagerstroemia parvifolia,central deccan plateau dry deciduous forests,A Trees dataset,Lagerstroemia parviflora Roxb.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,Lagerstroemia parviflora,Lagerstroemia parviflora,,ACCEPTED,SPECIES,FUZZY,,No common names found
Tectona grandis,"north deccan dry deciduous forests, south western ghats moist deciduous forests, na, malabar coast moist forests, central deccan plateau dry deciduous forests, khathiar gir dry deciduous forests",A Trees dataset,Tectona grandis L.f.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Tectona,Tectona grandis,Tectona grandis,,ACCEPTED,SPECIES,EXACT,,"Saguna (Bengali), Thekku, Sagwan, Chingsoo (Manipuri), Sagun, Sagwan सागवान (Marathi), Sagun सगुन (Hindi), தேக்கு Tekku (Tamil), Teak, Indian-Oak, Saguan, Segun, Thaekku, Thega/ Saguvani, Thanagaa"
Aristida setacea,deccan thorn scrub forests,A Trees dataset,Aristida setacea Retz.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida setacea,Aristida setacea,,ACCEPTED,SPECIES,EXACT,,No common names found
Azadirachta indica,deccan thorn scrub forests,A Trees dataset,Azadirachta indica A.Juss.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,Azadirachta indica,,ACCEPTED,SPECIES,EXACT,,"Nimba, Nimtree, వెపా Vepa, Veeppa maram, Yepa, Margosa, Vembu, ધનુજઝાડ Dhanujhada, Kaippanveppu, Pakvakrita, Nimbam, Pichumarda, Ayurveppu, Neeb, Bevu/ Kirubevu, Bemba Mara, வேப்பை Veppai, Nimbay, Limba, নীম Neem, नीम Neem, Maha-neem, Neem tree, Mahaneem, Margosa tree, Turakabevu, Ariyaveppu, Sengumaru, Veppa, Neem, Nimbaka, Veppu, Indian Lilac, Indian-lilac"
